GISJOIN,YEAR,ZCTA5A,TOT_POP,WHITE,PER_WH,BLACK,PER_BL,AI,NH,AINH,PER_AINH,ASIAN,PER_ASIAN,RACE_O,RACE_2,RACE_O2,PER_R_O,TOT_POP,HISP,PER_HISP,WORK_POP,CAR,PER_CAR,PUBLIC,PER_PUBLIC,TAXI,PER_TAXI,MOTOR,PER_MOTOR,BIKE,PER_BIKE,WALK,PER_WALK,WORK_O,PER_W_O,WORK_HO,PER_W_H,EDU_POP,K12,PER_K12,HS,PER_HS,SOMCOLL,PER_SCOL,BACHELOR,PER_BAC,GRAD_DEG,PER_GRAD,PER_BGRAD,MED_INC,HOUSE_POP,PUB_AS,PER_PA,RENT_POP,RENT_0,PER_RE0,RENT_10,PER_RE10,RENT_20,PER_RE20,RENT_30,PER_RE30,RENT_40,PER_RE40,RENT_50,PER_RE50,TOT_POP,US_CIT,PER_CIT,NON_CIT,PERNCIT,POV_POP,POV,PER_POV,NO_POV,PER_NPOV,TOT_POP,NO_INS,PER_NINS
G10034,2014-2018,10034,42910,16463,0.383663482,4965,0.115707294,191,103,294,0.00685155,1319,0.030738756,17711,2158,19869,0.463038919,42910,29925,0.697389886,21186,2415,0.113990371,14644,0.691211177,140,0.006608137,175,0.008260172,50,0.002360049,2221,0.104833381,155,0.007316152,1386,0.065420561,30637,7786,0.254137154,5483,0.178966609,6939,0.226490844,6004,0.19597219,4425,0.144433202,0.340405392,54716,16095,5052,0.3138863,14595,418,0.028639945,3296,0.225830764,3552,0.243371017,2033,0.139294279,914,0.062624186,3776,0.258718739,42910,33537,0.781566069,9373,0.218433931,42726,8355,0.195548378,34371,0.804451622,42863,4057,0.094650398
G10035,2014-2018,10035,35743,7246,0.202725009,14580,0.407912039,310,36,346,0.009680217,1755,0.049100523,10060,1756,11816,0.330582212,35743,15935,0.445821559,13760,1466,0.106540698,9921,0.721002907,105,0.007630814,39,0.002834302,219,0.015915698,1292,0.093895349,64,0.004651163,654,0.04752907,25962,7771,0.299322086,5872,0.22617672,5120,0.197211309,4343,0.167282952,2856,0.110006933,0.277289885,30081,14428,3526,0.244385916,13237,599,0.045251945,2001,0.151167183,3602,0.272116038,2066,0.156077661,1119,0.084535771,3013,0.227619551,35743,30163,0.843885516,5580,0.156114484,34790,13064,0.375510204,21726,0.624489796,34916,3913,0.112068966
G10036,2014-2018,10036,27428,17319,0.63143503,1978,0.072116086,137,12,149,0.005432405,5218,0.190243547,2049,715,2764,0.100772933,27428,5908,0.215400321,18858,873,0.04629335,9009,0.477728285,570,0.030225899,0,0,588,0.031180401,6445,0.341764768,226,0.011984304,1147,0.060822993,22779,1717,0.075376443,1681,0.07379604,2937,0.128934545,9257,0.406383072,7187,0.315509899,0.721892972,91936,16183,1797,0.111042452,14618,1453,0.099398002,2807,0.192023533,3368,0.230400876,2639,0.180530852,770,0.052674785,3124,0.213709126,27428,21343,0.77814642,6085,0.22185358,27428,4183,0.152508386,23245,0.847491614,27428,1605,0.058516844
G10037,2014-2018,10037,21139,2291,0.10837788,15206,0.719333933,5,26,31,0.001466484,528,0.02497753,1920,1163,3083,0.145844174,21139,4517,0.213680874,8534,1127,0.132059995,5997,0.702718538,145,0.01699086,7,0.000820248,20,0.002343567,744,0.087180689,70,0.008202484,424,0.049683618,14533,2229,0.153375077,3466,0.238491709,3261,0.22438588,3089,0.212550747,2488,0.171196587,0.383747334,45041,9731,2215,0.22762306,9246,666,0.072031149,1653,0.178780013,2442,0.264114212,1266,0.136924075,550,0.059485183,2196,0.237508112,21139,19011,0.899332986,2128,0.100667014,20876,5249,0.251437057,15627,0.748562943,20913,1424,0.068091618
G10038,2014-2018,10038,22800,11784,0.516842105,2128,0.093333333,49,0,49,0.002149123,7249,0.317938596,716,874,1590,0.069736842,22800,3218,0.141140351,12105,805,0.066501446,6561,0.542007435,115,0.009500207,0,0,274,0.022635275,3512,0.290128046,148,0.012226353,690,0.057001239,17155,3229,0.188225007,2192,0.127776159,1825,0.106382979,6032,0.351617604,3877,0.225998251,0.577615855,86058,10210,1895,0.185602351,7478,563,0.07528751,1529,0.204466435,2114,0.282695908,1400,0.187215833,469,0.062717304,1147,0.153383258,22800,19529,0.856535088,3271,0.143464912,21719,4125,0.189925871,17594,0.810074129,22787,1028,0.045113442
G10039,2014-2018,10039,27726,3625,0.130743706,17158,0.618841521,158,11,169,0.006095362,452,0.016302388,4934,1388,6322,0.228017024,27726,9378,0.338238477,11711,1384,0.118179489,8892,0.759286141,63,0.005379558,0,0,137,0.011698403,685,0.058492016,78,0.006660405,472,0.040303988,18072,3444,0.190571049,4619,0.255588756,4519,0.250055334,3212,0.17773351,2278,0.12605135,0.303784861,39653,11210,3309,0.295182872,9695,493,0.050850954,1952,0.201340897,2086,0.215162455,1695,0.174832388,1022,0.105415162,1937,0.199793708,27726,24361,0.878633773,3365,0.121366227,27683,7148,0.258209009,20535,0.741790991,27726,2466,0.088941787
G10040,2014-2018,10040,44571,16091,0.361019497,4359,0.097799017,554,0,554,0.012429607,1355,0.030400933,19043,3169,22212,0.498350946,44571,30968,0.694801553,20114,2114,0.105100925,14309,0.711395048,180,0.008948991,0,0,64,0.003181863,2149,0.106841006,68,0.00338073,1230,0.061151437,32545,8689,0.266984176,5913,0.181686895,6648,0.204271009,6489,0.199385466,4806,0.147672454,0.34705792,47137,16181,5259,0.325010815,14502,458,0.031581851,2297,0.158391946,2742,0.189077369,2363,0.162943042,1639,0.113018894,4438,0.306026755,44571,34471,0.773395257,10100,0.226604743,42849,9557,0.223039044,33292,0.776960956,43030,3349,0.077829421
G10044,2014-2018,10044,11682,5320,0.455401472,1420,0.121554528,0,0,0,0,3963,0.339239856,501,478,979,0.083804143,11682,1553,0.132939565,5317,366,0.06883581,4407,0.828850856,81,0.015234155,8,0.001504608,30,0.005642279,202,0.037991349,86,0.016174535,137,0.02576641,9498,887,0.093388082,1618,0.170351653,1030,0.108443883,2353,0.247736366,3610,0.380080017,0.627816382,100441,4748,584,0.122999158,3812,219,0.057450157,762,0.199895068,958,0.251311647,596,0.156348374,314,0.082371459,779,0.204354669,11682,7282,0.623352166,4400,0.376647834,10109,1174,0.116134138,8935,0.883865862,10109,663,0.065585122
G10065,2014-2018,10065,28109,24285,0.863958163,619,0.022021417,37,0,37,0.001316304,2666,0.094845067,154,348,502,0.017859049,28109,1849,0.065779644,16409,1290,0.078615394,7035,0.428728137,770,0.046925468,0,0,237,0.014443293,5562,0.338960327,146,0.008897556,1369,0.083429825,22402,308,0.013748772,1404,0.062672976,2281,0.101821266,8643,0.385813767,9766,0.435943219,0.821756986,127375,14844,425,0.028631097,9479,1246,0.131448465,2105,0.222069839,2001,0.211098217,1006,0.106129339,643,0.06783416,2072,0.218588459,28109,24803,0.882386424,3306,0.117613576,27963,1922,0.068733684,26041,0.931266316,28043,744,0.026530685
G10069,2014-2018,10069,5085,3155,0.620452311,148,0.029105211,0,0,0,0,1558,0.306391347,0,224,224,0.044051131,5085,57,0.01120944,2880,90,0.03125,1767,0.613541667,157,0.054513889,0,0,204,0.070833333,443,0.153819444,0,0,219,0.076041667,3697,53,0.014335948,179,0.048417636,226,0.061130646,1383,0.374087098,1856,0.502028672,0.87611577,110625,2552,100,0.039184953,1877,244,0.129994672,507,0.270111881,317,0.168886521,214,0.114011721,179,0.095364944,393,0.209376665,5085,3878,0.762635202,1207,0.237364798,5085,522,0.102654867,4563,0.897345133,5085,93,0.018289086
G10075,2014-2018,10075,21556,18396,0.853405084,677,0.031406569,225,0,225,0.010437929,1047,0.048571163,902,309,1211,0.056179254,21556,3070,0.142419744,12436,1525,0.122627855,6750,0.542779029,742,0.059665487,0,0,180,0.014474107,2137,0.17183982,282,0.022676102,820,0.065937601,16986,340,0.020016484,1369,0.080595785,2230,0.131284587,6571,0.386847992,6476,0.381255151,0.768103144,137146,11035,263,0.023833258,6102,533,0.08734841,1134,0.185840708,1225,0.200753851,1316,0.215666994,485,0.079482137,1020,0.167158309,21556,19184,0.889961032,2372,0.110038968,21155,1075,0.05081541,20080,0.94918459,21155,440,0.020798866
G10128,2014-2018,10128,59256,47167,0.795986904,2182,0.036823275,0,0,0,0,5844,0.098622924,1666,2397,4063,0.068566896,59256,7307,0.123312407,35234,2867,0.081370267,22924,0.650621559,1681,0.047709599,9,0.000255435,367,0.010416075,4034,0.114491684,463,0.013140716,2889,0.081994664,47668,1375,0.028845347,3550,0.074473441,3636,0.076277587,17976,0.377108333,21131,0.443295292,0.820403625,114010,30691,1744,0.056824476,20562,1787,0.086907888,5088,0.247446746,4971,0.241756638,2713,0.131942418,1706,0.082968583,3644,0.177220115,59256,52721,0.889715809,6535,0.110284191,58980,3686,0.062495761,55294,0.937504239,59244,1820,0.030720411
G10280,2014-2018,10280,9384,7360,0.784313725,184,0.019607843,0,0,0,0,1474,0.157075874,77,289,366,0.039002558,9384,826,0.088022165,6051,523,0.086431995,2905,0.480085936,258,0.042637581,36,0.00594943,135,0.022310362,1782,0.294496777,96,0.015865146,316,0.052222773,7160,94,0.013128492,87,0.012150838,649,0.090642458,3151,0.440083799,3179,0.443994413,0.884078212,169844,4560,97,0.02127193,3327,242,0.072738203,867,0.260595131,1024,0.307784791,377,0.113315299,218,0.065524497,469,0.140967839,9384,7845,0.835997442,1539,0.164002558,9384,336,0.035805627,9048,0.964194373,9384,357,0.038043478
G10282,2014-2018,10282,5593,4153,0.742535312,61,0.01090649,0,0,0,0,1163,0.207938495,13,203,216,0.038619703,5593,424,0.075809047,2815,243,0.086323268,1298,0.461101243,55,0.019538188,0,0,172,0.061101243,895,0.317939609,14,0.004973357,138,0.049023091,3810,85,0.022309711,192,0.050393701,339,0.088976378,1728,0.453543307,1466,0.384776903,0.83832021,250001,2231,35,0.015688032,2039,641,0.314369789,712,0.34919078,283,0.138793526,147,0.072094164,56,0.027464443,180,0.088278568,5593,4643,0.830144824,950,0.169855176,5593,190,0.033971035,5403,0.966028965,5593,76,0.013588414
G10301,2014-2018,10301,38733,22280,0.575220097,9668,0.249606279,39,11,50,0.001290889,2351,0.060697596,1997,2387,4384,0.113185139,38733,9591,0.24761831,16351,7757,0.474405235,6896,0.421747905,10,0.000611583,0,0,94,0.005748884,995,0.060852547,82,0.005014984,517,0.031618861,25914,3600,0.138921047,6689,0.258123022,5975,0.230570348,5154,0.198888632,4496,0.173496951,0.372385583,55802,14489,3171,0.218855684,7902,269,0.034042015,1296,0.164009112,1712,0.216654012,835,0.105669451,506,0.064034422,2446,0.309541888,38733,35146,0.90739163,3587,0.09260837,36779,8477,0.230484788,28302,0.769515212,37772,2392,0.063327332
G10302,2014-2018,10302,18204,11286,0.619973632,3754,0.206218414,212,1,213,0.011700725,1335,0.073335531,1083,533,1616,0.088771699,18204,7479,0.410843771,7626,4720,0.618935222,2170,0.284552846,15,0.001966955,0,0,0,0,234,0.0306845,224,0.029373197,263,0.03448728,12162,2070,0.170202269,4010,0.329715507,3127,0.257112317,2078,0.170860056,877,0.07210985,0.242969906,64103,6149,1393,0.226540901,2533,99,0.03908409,301,0.118831425,368,0.145282274,454,0.17923411,242,0.095538887,737,0.290959337,18204,15505,0.851735882,2699,0.148264118,18122,2973,0.16405474,15149,0.83594526,18146,1968,0.108453654
G10303,2014-2018,10303,25947,11406,0.439588392,9170,0.353412726,126,0,126,0.004856053,2106,0.081165453,2257,882,3139,0.120977377,25947,10103,0.38937064,10442,5742,0.549894656,4109,0.393506991,31,0.00296878,0,0,13,0.001244972,455,0.043574028,0,0,92,0.008810573,16064,3292,0.204930279,4421,0.275211653,4299,0.267617032,2831,0.17623257,1221,0.076008466,0.252241036,62558,8156,2048,0.251103482,3202,61,0.019050593,487,0.152092442,411,0.128357277,223,0.069643973,255,0.079637726,1403,0.438163648,25947,22632,0.872239565,3315,0.127760435,25840,6542,0.253173375,19298,0.746826625,25914,2097,0.08092151
G10304,2014-2018,10304,41064,21403,0.521210793,11277,0.274620105,99,26,125,0.003044029,3969,0.096654004,3259,1031,4290,0.10447107,41064,10363,0.252362166,16367,8809,0.538217144,6495,0.396835095,23,0.001405267,0,0,126,0.007698418,286,0.017474186,104,0.006354249,524,0.032015641,27661,4478,0.16188858,8441,0.305158888,6034,0.218141065,5036,0.182061386,3672,0.132750081,0.314811467,52199,14172,3807,0.268628281,6731,319,0.047392661,815,0.121081563,875,0.129995543,1041,0.154657555,599,0.088991235,2223,0.330262962,41064,36433,0.88722482,4631,0.11277518,39794,8564,0.215208323,31230,0.784791677,40134,2538,0.063238152
G10305,2014-2018,10305,42298,31174,0.737008842,2770,0.06548773,189,0,189,0.004468296,5509,0.130242565,1651,1005,2656,0.062792567,42298,6920,0.163601116,18274,10467,0.572781,6508,0.356134399,21,0.001149174,22,0.001203896,108,0.005910036,565,0.030918245,56,0.003064463,527,0.028838787,30043,4454,0.148254169,8405,0.279765669,7080,0.235662217,6331,0.210731285,3773,0.125586659,0.336317944,76489,14663,2002,0.136534134,4992,122,0.024439103,1199,0.240184295,1174,0.235176282,569,0.113982372,368,0.073717949,1096,0.219551282,42298,37694,0.891153246,4604,0.108846754,41726,5365,0.128576906,36361,0.871423094,41751,2021,0.048406026
G10306,2014-2018,10306,53142,45560,0.857325656,1775,0.033401076,36,0,36,0.00067743,3141,0.059105792,1278,1352,2630,0.049490046,53142,7815,0.147058824,24576,16431,0.668579102,6824,0.277669271,84,0.003417969,48,0.001953125,3,0.00012207,512,0.020833333,115,0.004679362,559,0.022745768,38676,3968,0.102595925,13418,0.346933499,9833,0.254240356,6690,0.172975489,4767,0.123254732,0.29623022,79569,20007,1965,0.098215625,5824,298,0.051167582,981,0.168440934,1055,0.181146978,802,0.137706044,288,0.049450549,1913,0.328468407,53142,49776,0.936660269,3366,0.063339731,52646,5191,0.098601983,47455,0.901398017,52666,2198,0.041734706
G10307,2014-2018,10307,15232,14284,0.937762605,56,0.003676471,19,0,19,0.001247374,418,0.027442227,366,89,455,0.029871324,15232,1399,0.091846113,6538,4999,0.764606913,1278,0.195472622,0,0,0,0,0,0,102,0.015601101,32,0.004894463,127,0.019424901,10168,711,0.069925256,2885,0.283733281,2764,0.271833202,2359,0.23200236,1449,0.142505901,0.374508261,80893,5314,238,0.044787354,1276,56,0.043887147,241,0.188871473,222,0.173981191,235,0.184169279,97,0.076018809,268,0.210031348,15232,14753,0.968553046,479,0.031446954,15145,1075,0.070980522,14070,0.929019478,15211,664,0.04365262
G10308,2014-2018,10308,30186,27810,0.921288014,339,0.011230372,50,24,74,0.002451468,1520,0.050354469,241,202,443,0.014675677,30186,2888,0.095673491,13634,9405,0.689819569,3563,0.261331964,4,0.000293384,0,0,61,0.004474109,171,0.012542174,147,0.010781869,283,0.020756931,21689,1480,0.068237355,7117,0.328138688,5288,0.243810226,4744,0.218728388,3060,0.141085343,0.35981373,93963,10648,477,0.044797145,1822,106,0.058177827,446,0.24478595,348,0.190998902,107,0.058726674,146,0.080131723,434,0.23819978,30186,28294,0.937321937,1892,0.062678063,30175,1769,0.058624689,28406,0.941375311,30168,838,0.027777778
G10309,2014-2018,10309,33531,30789,0.918224926,293,0.008738183,173,0,173,0.005159405,1206,0.035966717,825,245,1070,0.031910769,33531,3107,0.092660523,15839,11548,0.729086432,3771,0.238083212,15,0.000947029,0,0,15,0.000947029,196,0.012374519,43,0.002714818,251,0.01584696,23537,2050,0.087096911,7348,0.312189319,6234,0.264859583,5129,0.217912223,2776,0.117941964,0.335854187,103175,11464,756,0.065945569,1623,86,0.052988293,468,0.288354898,269,0.165742452,227,0.139864449,9,0.005545287,341,0.210104744,33531,32413,0.96665772,1118,0.03334228,33471,3089,0.092288847,30382,0.907711153,33502,843,0.025162677
G10310,2014-2018,10310,23262,13731,0.590275987,4844,0.208236609,16,0,16,0.000687817,1459,0.062720316,2270,942,3212,0.138079271,23262,7351,0.316008942,9838,5714,0.580809108,3126,0.31774751,0,0,0,0,23,0.002337874,594,0.060378126,65,0.006607034,316,0.03212035,15599,2533,0.162382204,4093,0.262388615,3651,0.234053465,2995,0.191999487,2327,0.149176229,0.341175716,72093,8346,1807,0.216510903,3233,100,0.030931024,419,0.12960099,479,0.148159604,566,0.175069595,229,0.070832045,1044,0.322919889,23262,20665,0.888358697,2597,0.111641303,23201,4428,0.190853843,18773,0.809146157,23247,1964,0.084484019
G10312,2014-2018,10312,61741,56226,0.91067524,793,0.012843977,12,59,71,0.001149965,3364,0.054485674,522,765,1287,0.020845143,61741,6234,0.100970182,28178,20515,0.728050252,6250,0.221804244,19,0.000674285,0,0,0,0,259,0.009191568,175,0.006210519,960,0.034069132,43297,2646,0.061112779,14169,0.327251311,11541,0.266554265,8861,0.204656212,6080,0.140425434,0.345081645,95064,21382,1072,0.050135628,3136,62,0.019770408,780,0.24872449,639,0.203762755,522,0.166454082,136,0.043367347,663,0.211415816,61741,60031,0.972303656,1710,0.027696344,61518,3995,0.064940343,57523,0.935059657,61725,1727,0.027978939
G10314,2014-2018,10314,90761,66310,0.730600148,3852,0.042441137,109,76,185,0.00203832,15049,0.165809103,3008,2357,5365,0.059111292,90761,13726,0.151232358,40549,27426,0.676366865,10915,0.269180498,103,0.002540137,7,0.000172631,37,0.000912476,960,0.02367506,219,0.005400873,882,0.021751461,63943,6393,0.099979669,20742,0.324382653,15188,0.237524045,12570,0.19658133,9050,0.141532302,0.338113632,86742,31362,2766,0.088195906,8039,240,0.02985446,1556,0.193556412,1735,0.215822864,914,0.113695733,550,0.06841647,2118,0.263465605,90761,84304,0.928857108,6457,0.071142892,89642,8558,0.095468642,81084,0.904531358,89745,3903,0.043489888
G10451,2014-2018,10451,47798,5972,0.124942466,19379,0.405435374,107,96,203,0.00424704,557,0.011653207,19737,1950,21687,0.453721913,47798,28236,0.590736014,18331,3228,0.176095139,12356,0.674049424,146,0.00796465,0,0,11,0.000600076,1945,0.106104413,109,0.005946211,536,0.029240085,30576,9305,0.304323653,7907,0.258601518,7408,0.242281528,4070,0.133110937,1886,0.061682365,0.194793302,28921,19123,7674,0.401296868,16635,589,0.035407274,2294,0.137902014,3546,0.213165014,2878,0.173008717,1339,0.080492937,5294,0.318244665,47798,40365,0.844491401,7433,0.155508599,47730,16967,0.355478735,30763,0.644521265,47746,4675,0.097913961
G10452,2014-2018,10452,76078,9592,0.126081127,25249,0.331883067,285,171,456,0.005993848,1107,0.014550856,36163,3511,39674,0.521491101,76078,51823,0.681182471,29714,4739,0.15948711,20790,0.699670189,386,0.01299051,0,0,139,0.00467793,2563,0.086255637,162,0.005451975,935,0.031466649,45791,16246,0.354785875,12198,0.266384224,10827,0.236443843,5097,0.111310083,1423,0.031075976,0.142386058,28277,26126,12525,0.479407487,25424,729,0.028673694,3001,0.118038074,4631,0.182150724,3633,0.142896476,2287,0.089954374,9802,0.385541221,76078,57000,0.749231052,19078,0.250768948,75478,28044,0.371551975,47434,0.628448025,75896,9006,0.11866238
G10453,2014-2018,10453,79606,6841,0.085935733,25826,0.324422782,416,0,416,0.005225737,1044,0.013114589,43398,2081,45479,0.571301158,79606,55051,0.691543351,29995,5955,0.198533089,19581,0.652808801,343,0.011435239,0,0,148,0.004934156,2140,0.071345224,365,0.012168695,1463,0.048774796,47498,16265,0.342435471,13265,0.279274917,11932,0.251210577,4635,0.097583056,1401,0.029495979,0.127079035,25275,27266,14547,0.533521602,26294,650,0.024720469,3196,0.121548642,4100,0.155929109,4426,0.168327375,2689,0.102266677,9760,0.371187343,79606,61089,0.767391905,18517,0.232608095,79076,32022,0.404952198,47054,0.595047802,79523,7547,0.094903361
G10454,2014-2018,10454,38203,5040,0.131926812,12109,0.316964636,310,20,330,0.008638065,184,0.004816376,19443,1097,20540,0.537654111,38203,25956,0.679423082,12896,1752,0.135856079,9212,0.714330025,102,0.007909429,8,0.000620347,124,0.009615385,1232,0.095533499,235,0.018222705,231,0.017912531,21829,9153,0.419304595,6362,0.291447157,4596,0.210545604,1290,0.059095698,428,0.019606945,0.078702643,21149,13167,7299,0.554340396,12480,710,0.056891026,1470,0.117788462,2295,0.183894231,2375,0.190304487,1249,0.100080128,3698,0.296314103,38203,31677,0.829175719,6526,0.170824281,37726,17330,0.459364894,20396,0.540635106,38158,5434,0.142407883
G10455,2014-2018,10455,42283,5221,0.123477521,12809,0.302934986,352,156,508,0.012014285,542,0.01281839,21949,1254,23203,0.548754819,42283,30372,0.718302864,15455,2723,0.176188936,10604,0.686120996,204,0.013199612,0,0,106,0.006858622,1220,0.078938855,74,0.004788094,524,0.033904885,25656,10083,0.393007484,7127,0.27779077,5410,0.210866854,2230,0.086919239,806,0.031415653,0.118334892,26801,14401,7394,0.513436567,13201,445,0.033709567,1831,0.138701614,2603,0.197182032,2430,0.184076964,1019,0.077191122,4293,0.325202636,42283,34276,0.810633115,8007,0.189366885,41755,16515,0.395521494,25240,0.604478506,42171,5137,0.121813569
G10456,2014-2018,10456,94218,10146,0.107686429,40069,0.425279671,1311,130,1441,0.015294317,809,0.00858647,38727,3026,41753,0.443153113,94218,57971,0.615285826,33403,6266,0.187587941,22455,0.672245008,316,0.009460228,9,0.000269437,66,0.00197587,3094,0.092626411,185,0.005538425,1012,0.03029668,56252,19976,0.355116263,15028,0.267154946,14050,0.249768897,5566,0.098947593,1632,0.029012302,0.127959895,27106,30774,15577,0.506174043,29018,1170,0.040319802,4147,0.142911296,6312,0.21752016,4334,0.149355572,2344,0.080777448,9314,0.320973189,94218,75836,0.804899276,18382,0.195100724,92563,35856,0.387368603,56707,0.612631397,93083,9558,0.102682552
G10457,2014-2018,10457,74554,11452,0.153606782,29962,0.401883199,332,61,393,0.005271347,702,0.009415994,29594,2451,32045,0.429822679,74554,49630,0.665691982,26845,5435,0.202458558,17778,0.662246228,283,0.010542,14,0.000521512,50,0.001862544,1970,0.073384243,126,0.004693611,1189,0.044291302,43627,15518,0.35569716,12158,0.278680634,10405,0.238499095,3717,0.085199532,1829,0.041923579,0.127123112,27420,24634,12720,0.516359503,23196,571,0.024616313,3139,0.135325056,3698,0.159424039,3507,0.15118986,1974,0.085100879,9168,0.395240559,74554,56924,0.763527108,17630,0.236472892,72814,27750,0.381108029,45064,0.618891971,74197,8157,0.109937059
G10458,2014-2018,10458,83960,14887,0.177310624,16690,0.198785136,310,31,341,0.004061458,2479,0.029525965,46095,3468,49563,0.590316818,83960,58563,0.697510719,33196,5654,0.170321726,22094,0.665562116,177,0.005331968,34,0.00102422,33,0.000994096,3800,0.114471623,246,0.007410531,1158,0.034883721,48277,15426,0.31953104,14237,0.294902334,11710,0.242558568,4879,0.101062618,2025,0.04194544,0.143008058,33932,27282,12908,0.473132468,26222,594,0.022652734,3226,0.123026466,5085,0.193921135,4610,0.175806575,2546,0.097094043,8904,0.3395622,83960,63105,0.751607909,20855,0.248392091,80867,28518,0.352653122,52349,0.647346878,83919,9878,0.117708743
G10459,2014-2018,10459,48351,5615,0.116129966,16650,0.34435689,255,30,285,0.005894397,377,0.00779715,23959,1465,25424,0.525821596,48351,32830,0.678993196,17776,3777,0.212477498,11696,0.657965797,222,0.012488749,0,0,41,0.002306481,1358,0.07639514,90,0.005063006,592,0.03330333,29872,10260,0.343465453,8812,0.294991966,6642,0.222348688,3177,0.106353776,981,0.032840118,0.139193894,27687,16382,7856,0.479550726,14507,532,0.036671951,1988,0.137037292,2642,0.182118977,2181,0.150341215,1357,0.093541049,4924,0.339422348,48351,39673,0.820520775,8678,0.179479225,48042,16462,0.342658507,31580,0.657341493,48225,5023,0.104157595
G10460,2014-2018,10460,59505,9370,0.157465759,18035,0.303083774,168,106,274,0.004604655,945,0.015881018,29198,1683,30881,0.518964793,59505,41359,0.695050836,22351,5769,0.258109257,14245,0.637331663,228,0.010200886,38,0.001700148,66,0.002952888,1215,0.054359984,82,0.00366874,708,0.031676435,37276,13693,0.367340916,10079,0.270388454,9035,0.242381157,3440,0.09228458,1029,0.027604893,0.119889473,26866,20443,10490,0.51313408,18288,618,0.033792651,2234,0.122156605,3178,0.173775153,3047,0.166611986,1841,0.100667104,6375,0.348589239,59505,48895,0.821695656,10610,0.178304344,58759,21567,0.367041645,37192,0.632958355,59482,5535,0.093053361
G10461,2014-2018,10461,50348,24270,0.482044967,4714,0.093628347,250,43,293,0.005819496,5600,0.111225868,13312,2159,15471,0.307281322,50348,23466,0.46607611,23203,9702,0.418135586,10534,0.453993018,120,0.005171745,0,0,90,0.003878809,2025,0.087273197,184,0.007930009,548,0.023617636,36161,6926,0.191532314,10137,0.280329637,8930,0.246951135,5993,0.165731036,4175,0.115455878,0.281186914,56612,18927,3286,0.173614413,12765,325,0.025460243,2574,0.201645123,2553,0.2,1695,0.132784959,1061,0.083117901,3904,0.305836271,50348,44283,0.879538413,6065,0.120461587,49411,7332,0.148388011,42079,0.851611989,49517,3784,0.0764182
G10462,2014-2018,10462,76756,17796,0.231851582,21705,0.282779196,714,19,733,0.009549742,9683,0.126153004,22798,4041,26839,0.349666476,76756,36483,0.475311376,36266,9666,0.266530635,22821,0.629267082,489,0.013483704,24,0.000661777,77,0.002123201,2175,0.059973529,100,0.002757404,914,0.025202669,53052,10565,0.199144236,15009,0.282911106,13918,0.262346377,8500,0.160220161,5060,0.09537812,0.255598281,52409,29543,7409,0.250786988,22943,533,0.023231487,4045,0.176306499,5331,0.232358454,3579,0.155995293,1953,0.085124003,6625,0.288759099,76756,65273,0.85039606,11483,0.14960394,76385,14872,0.194697912,61513,0.805302088,76534,5834,0.076227559
G10463,2014-2018,10463,71360,32109,0.44995796,10764,0.150840807,422,51,473,0.006628363,2665,0.037345852,20900,4449,25349,0.355227018,71360,36472,0.511098655,32095,9329,0.290668328,18059,0.562673314,430,0.013397726,79,0.002461443,191,0.005951083,2141,0.06670821,288,0.00897336,1578,0.049166537,51158,9647,0.188572657,10076,0.196958442,10755,0.210231049,10705,0.209253685,9975,0.194984167,0.404237851,58551,28682,6176,0.215326686,19463,628,0.032266352,3965,0.203719879,4284,0.220109952,2966,0.152391718,2070,0.106355649,5052,0.259569439,71360,62110,0.870375561,9250,0.129624439,68799,11862,0.172415297,56937,0.827584703,69431,3834,0.055220291
G10464,2014-2018,10464,4434,3495,0.788227334,119,0.026838069,0,0,0,0,245,0.055254849,397,178,575,0.129679747,4434,1117,0.251917005,2389,1571,0.657597321,529,0.221431561,0,0,16,0.006697363,0,0,117,0.048974466,0,0,156,0.065299288,3399,269,0.079140924,863,0.253898205,818,0.240659017,781,0.229773463,668,0.196528391,0.426301853,93365,1893,223,0.11780243,645,45,0.069767442,106,0.164341085,167,0.258914729,68,0.105426357,121,0.187596899,116,0.179844961,4434,4306,0.971132161,128,0.028867839,4434,359,0.080965268,4075,0.919034732,4434,233,0.052548489
G10465,2014-2018,10465,44205,26656,0.603008709,5638,0.127542133,43,7,50,0.001131094,1373,0.031059835,9306,1182,10488,0.237258229,44205,19568,0.442664857,19614,11781,0.600642398,6049,0.308402162,134,0.006831855,74,0.003772815,0,0,755,0.038492913,161,0.008208423,660,0.033649434,31019,4689,0.151165415,9415,0.303523647,8756,0.282278603,4609,0.14858635,3550,0.114445985,0.263032335,74796,15994,2319,0.144991872,6990,195,0.027896996,1731,0.247639485,1610,0.230329041,993,0.142060086,507,0.072532189,1587,0.227038627,44205,41844,0.946589752,2361,0.053410248,42307,5141,0.121516534,37166,0.878483466,43784,2680,0.061209574
